va	size	name	type
004827a6	0	RepairOrder::get_type	
004827b0	9	AwaitBoardOrder::print_details	int AwaitBoardOrder::(int, int)
004827b0	9	BoardOrder::print_details	int BoardOrder::(int, int)
004827b0	9	BuildOrder::print_details	int BuildOrder::(int, int)
004827b0	9	RepairOrder::print_details	int RepairOrder::(int, int)
004827b9	0	AwaitBoardOrder::print_details	
004827b9	0	BoardOrder::print_details	
004827b9	0	BuildOrder::print_details	
004827b9	0	RepairOrder::print_details	
004827d0	152	AwaitBoardOrder::`scalar deleting destructor'	void* AwaitBoardOrder::(unsigned...
00482868	0	AwaitBoardOrder::`vector deleting destructor'	
00482870	118	AwaitBoardOrder::log_data	void AwaitBoardOrder::(Log*)
004828e6	0	AwaitBoardOrder::log_data	
004828f0	6	AwaitBoardOrder::get_type	OrderIndex AwaitBoardOrder::()
004828f0	6	DiffuseScratchPacket::get_packet_type	int DiffuseScratchPacket::()
004828f0	6	ChatLobbyWhisperAction::get_type	int ChatLobbyWhisperAction::()
004828f0	6	CCallbackImpl<9>::GetCallbackSizeBytes	int CCallbackImpl<9>::()
004828f6	0	AwaitBoardOrder::get_type	
00482900	152	BoardOrder::`scalar deleting destructor'	void* BoardOrder::(unsigned)
00482998	0	BoardOrder::`vector deleting destructor'	
004829a0	118	BoardOrder::log_data	void BoardOrder::(Log*)
00482a16	0	BoardOrder::log_data	
00482a1e	0	BoardOrder::get_type	
00482a30	152	BuildOrder::`scalar deleting destructor'	void* BuildOrder::(unsigned)
00482ac8	0	BuildOrder::`vector deleting destructor'	
00482ad0	118	BuildOrder::log_data	void BuildOrder::(Log*)
00482b46	0	BuildOrder::log_data	
00482b50	6	BuildOrder::get_type	OrderIndex BuildOrder::()
00482b50	6	TexcrdPacket::get_packet_type	int TexcrdPacket::()
00482b50	6	ChatIgnoreAction::get_type	int ChatIgnoreAction::()
00482b50	6	std::codecvt_utf8_utf16<wchar_t,1114111,0>::do_max_length	int std::codecvt_utf8_utf16<wcha...
00482b50	6	std::codecvt_utf8<wchar_t,1114111,0>::do_max_length	int std::codecvt_utf8<wchar_t,11...
00482b56	0	BuildOrder::get_type	
00482b60	43	GroupPatrolOrder::`scalar deleting destructor'	void* GroupPatrolOrder::(unsigne...
00482b90	122	GroupPatrolOrder::~GroupPatrolOrder	void GroupPatrolOrder::()
00482c0a	0	GroupPatrolOrder::`vector deleting destructor'	
00482c20	61	GroupPatrolOrder::clear	void GroupPatrolOrder::()
00482c5d	0	GroupPatrolOrder::clear	
00482c70	114	GroupPatrolOrder::walk_data	void GroupPatrolOrder::(DataWalk...
00482ce2	0	GroupPatrolOrder::walk_data	
00482cf0	127	GroupPatrolOrder::log_data	void GroupPatrolOrder::(Log*)
00482d6f	0	GroupPatrolOrder::log_data	
00482d80	6	GroupPatrolOrder::get_type	OrderIndex GroupPatrolOrder::()
00482d80	6	ZSpriteAccumMethod::get_method_type	int ZSpriteAccumMethod::()
00482d80	6	AnimMeshPacket::get_packet_type	int AnimMeshPacket::()
00482d86	0	GroupPatrolOrder::get_type	
00482d90	20	GroupPatrolOrder::print_details	int GroupPatrolOrder::(int, int)
00482da4	0	GroupPatrolOrder::print_details	
00482dac	0	FormOrder::get_form_order	
00482dac	0	GroupPatrolOrder::get_group_patrol_order	
00482dac	0	GroupPatrolOrder::get_patrol_order	
00482dac	0	FormOrder::update_form_order	
00482dac	0	GroupPatrolOrder::update_group_patrol_order	
00482dac	0	GroupPatrolOrder::update_patrol_order	
00482db4	0	GarrisonOrder::get_garrison_order	
00482db4	0	GroupOrder::get_group_order	
00482db4	0	GroupPatrolOrder::get_group_order	
00482db4	0	GarrisonOrder::update_garrison_order	
00482db4	0	GroupOrder::update_group_order	
00482db4	0	GroupPatrolOrder::update_group_order	
00482dc0	4	FormOrder::get_form_order	const FormOrder* FormOrder::()
00482dc0	4	GroupPatrolOrder::get_group_patrol_order	const GroupPatrolOrder* GroupPat...
00482dc0	4	GroupPatrolOrder::get_patrol_order	const PatrolOrder* GroupPatrolOr...
00482dc0	4	FormOrder::update_form_order	FormOrder* FormOrder::()
00482dc0	4	GroupPatrolOrder::update_group_patrol_order	GroupPatrolOrder* GroupPatrolOrd...
00482dc0	4	GroupPatrolOrder::update_patrol_order	PatrolOrder* GroupPatrolOrder::(...
00482dd0	4	GarrisonOrder::get_garrison_order	const GarrisonOrder* GarrisonOrd...
00482dd0	4	GroupOrder::get_group_order	const GroupOrder* GroupOrder::()
00482dd0	4	GroupPatrolOrder::get_group_order	const GroupOrder* GroupPatrolOrd...
00482dd0	4	GarrisonOrder::update_garrison_order	GarrisonOrder* GarrisonOrder::()
00482dd0	4	GroupOrder::update_group_order	GroupOrder* GroupOrder::()
00482dd0	4	GroupPatrolOrder::update_group_order	GroupOrder* GroupPatrolOrder::()
00482de0	136	FleeToOrder::`scalar deleting destructor'	void* FleeToOrder::(unsigned)
00482e68	0	FleeToOrder::`vector deleting destructor'	
00482e70	56	AttackToOrder::walk_data	void AttackToOrder::(DataWalk*)
00482e70	56	ExploreToOrder::walk_data	void ExploreToOrder::(DataWalk*)
00482e70	56	FleeToOrder::walk_data	void FleeToOrder::(DataWalk*)
00482e70	56	MoveOrder::walk_data	void MoveOrder::(DataWalk*)
00482ea8	0	AttackToOrder::walk_data	
00482ea8	0	ExploreToOrder::walk_data	
00482ea8	0	FleeToOrder::walk_data	
00482ea8	0	MoveOrder::walk_data	
00482eb0	118	FleeToOrder::log_data	void FleeToOrder::(Log*)
00482f26	0	FleeToOrder::log_data	
00482f30	6	FleeToOrder::get_type	OrderIndex FleeToOrder::()
00482f30	6	TexCrdSetMethod::get_method_type	int TexCrdSetMethod::()
00482f30	6	NormPacket::get_packet_type	int NormPacket::()
00482f30	6	ChatFriendsAction::get_type	int ChatFriendsAction::()
00482f30	6	CCallResult<SteamAuthentication,EncryptedAppTicketResponse_t>::GetCallbackSizeBytes	int CCallResult<SteamAuthenticat...
00482f30	6	CCallbackImpl<4>::GetCallbackSizeBytes	int CCallbackImpl<4>::()
00482f30	6	CCallResult<SteamLobbyMgr,LobbyMatchList_t>::GetCallbackSizeBytes	int CCallResult<SteamLobbyMgr,Lo...
00482f36	0	FleeToOrder::get_type	
00482f40	9	AttackToOrder::print_details	int AttackToOrder::(int, int)
00482f40	9	ExploreToOrder::print_details	int ExploreToOrder::(int, int)
00482f40	9	FleeToOrder::print_details	int FleeToOrder::(int, int)
00482f49	0	AttackToOrder::print_details	
00482f49	0	ExploreToOrder::print_details	
00482f49	0	FleeToOrder::print_details	
00482f60	4	AttackToOrder::get_attack_to_order	const AttackToOrder* AttackToOrd...
00482f60	4	ExploreToOrder::get_explore_to_order	const ExploreToOrder* ExploreToO...
00482f60	4	FleeToOrder::get_flee_to_order	const FleeToOrder* FleeToOrder::...
00482f60	4	MoveOrder::get_move_order	const MoveOrder* MoveOrder::()
00482f60	4	AttackToOrder::update_attack_to_order	AttackToOrder* AttackToOrder::()
00482f60	4	ExploreToOrder::update_explore_to_order	ExploreToOrder* ExploreToOrder::...
00482f60	4	FleeToOrder::update_flee_to_order	FleeToOrder* FleeToOrder::()
00482f60	4	MoveOrder::update_move_order	MoveOrder* MoveOrder::()
00482f64	0	AttackToOrder::get_attack_to_order	
00482f64	0	ExploreToOrder::get_explore_to_order	
00482f64	0	FleeToOrder::get_flee_to_order	
00482f64	0	MoveOrder::get_move_order	
00482f64	0	AttackToOrder::update_attack_to_order	
00482f64	0	ExploreToOrder::update_explore_to_order	
00482f64	0	FleeToOrder::update_flee_to_order	
00482f64	0	MoveOrder::update_move_order	
00482f70	136	ExploreToOrder::`scalar deleting destructor'	void* ExploreToOrder::(unsigned)
00482ff8	0	ExploreToOrder::`vector deleting destructor'	
00483000	118	ExploreToOrder::log_data	void ExploreToOrder::(Log*)
00483076	0	ExploreToOrder::log_data	
0048307e	0	ExploreToOrder::get_type	
00483090	136	AttackToOrder::`scalar deleting destructor'	void* AttackToOrder::(unsigned)
00483118	0	AttackToOrder::`vector deleting destructor'	
00483120	118	AttackToOrder::log_data	void AttackToOrder::(Log*)
00483196	0	AttackToOrder::log_data	
0048319e	0	AttackToOrder::get_type	
004831b0	153	TradeOrder::`scalar deleting destructor'	void* TradeOrder::(unsigned)
00483249	0	TradeOrder::`vector deleting destructor'	
00483251	0	TradeOrder::clear	
00483260	70	TradeOrder::walk_data	void TradeOrder::(DataWalk*)
004832a6	0	TradeOrder::walk_data	
004832b0	702	TradeOrder::log_data	void TradeOrder::(Log*)
0048356e	0	TradeOrder::log_data	
00483580	6	TradeOrder::get_type	OrderIndex TradeOrder::()
00483580	6	BankerTransformMethod::get_method_type	int BankerTransformMethod::()
00483580	6	SpritePacket::get_packet_type	int SpritePacket::()
00483580	6	ChatTeamAction::get_type	int ChatTeamAction::()
00483586	0	TradeOrder::get_type	
00483590	12	GatherOrder::print_details	int GatherOrder::(int, int)
00483590	12	TradeOrder::print_details	int TradeOrder::(int, int)
0048359c	0	GatherOrder::print_details	
0048359c	0	TradeOrder::print_details	
004835b0	4	AirAttackGroundOrder::get_air_order	const AirOrder* AirAttackGroundO...
004835b0	4	GatherOrder::get_gather_order	const GatherOrder* GatherOrder::...
004835b0	4	TradeOrder::get_trade_order	const TradeOrder* TradeOrder::()
004835b0	4	AirAttackGroundOrder::update_air_order	AirOrder* AirAttackGroundOrder::...
004835b0	4	GatherOrder::update_gather_order	GatherOrder* GatherOrder::()
004835b0	4	TradeOrder::update_trade_order	TradeOrder* TradeOrder::()
004835b4	0	AirAttackGroundOrder::get_air_order	
004835b4	0	GatherOrder::get_gather_order	
004835b4	0	TradeOrder::get_trade_order	
004835b4	0	AirAttackGroundOrder::update_air_order	
004835b4	0	GatherOrder::update_gather_order	
004835b4	0	TradeOrder::update_trade_order	
004835c0	67	TradeOrder::clear	void TradeOrder::()
00483610	264	TradeOrder::TradeOrder	void TradeOrder::()
00483720	212	PatrolOrder::PatrolOrder	void PatrolOrder::()
00483800	43	PatrolOrder::`scalar deleting destructor'	void* PatrolOrder::(unsigned)
0048382b	0	PatrolOrder::`vector deleting destructor'	
00483833	0	PatrolOrder::clear	
0048383b	0	PatrolOrder::walk_data	
00483843	0	PatrolOrder::log_data	
0048384b	0	PatrolOrder::get_type	
0048384b	0	AirAttackGroundOrder::is_attack	
0048384b	0	AttackGroundOrder::is_attack	
00483860	20	PatrolOrder::print_details	int PatrolOrder::(int, int)
00483874	0	PatrolOrder::print_details	
0048387c	0	PatrolOrder::get_patrol_order	
0048387c	0	PatrolOrder::update_patrol_order	
00483890	90	SimpleArray<Coord>::~SimpleArray<Coord>	void SimpleArray<Coord>::()
004838f0	265	PatrolOrder::~PatrolOrder	void PatrolOrder::()
00483a00	43	AirPatrolOrder::`scalar deleting destructor'	void* AirPatrolOrder::(unsigned)
00483a30	122	AirPatrolOrder::~AirPatrolOrder	void AirPatrolOrder::()
00483aaa	0	AirPatrolOrder::`vector deleting destructor'	
00483ac0	259	PatrolOrder::clear	void PatrolOrder::()
00483bd0	68	AirPatrolOrder::clear	void AirPatrolOrder::()
00483c14	0	AirPatrolOrder::clear	
00483c20	147	SimpleArray<Coord>::init	int SimpleArray<Coord>::(int, in...
00483cc0	448	SimpleArray<Coord>::walk_data	void SimpleArray<Coord>::(DataWa...
00483e80	76	PatrolOrder::walk_data	void PatrolOrder::(DataWalk*)
00483ed0	114	AirPatrolOrder::walk_data	void AirPatrolOrder::(DataWalk*)
00483f42	0	AirPatrolOrder::walk_data	
00483f50	668	SimpleArray<Coord>::log_data	void SimpleArray<Coord>::(Log*, ...
004841f0	259	PatrolOrder::log_data	void PatrolOrder::(Log*)
00484300	127	AirPatrolOrder::log_data	void AirPatrolOrder::(Log*)
0048437f	0	AirPatrolOrder::log_data	
00484390	6	AirPatrolOrder::get_type	OrderIndex AirPatrolOrder::()
00484390	6	PreTransformBatchMethod::get_method_type	int PreTransformBatchMethod::()
00484390	6	NodePacket::get_packet_type	int NodePacket::()
00484390	6	ChatHelpAction::get_type	int ChatHelpAction::()
00484396	0	AirPatrolOrder::get_type	
004843a0	20	AirPatrolOrder::print_details	int AirPatrolOrder::(int, int)
004843b4	0	AirPatrolOrder::print_details	
004843bc	0	AirPatrolOrder::get_air_patrol_order	
004843bc	0	AirPatrolOrder::get_patrol_order	
004843bc	0	AirPatrolOrder::update_air_patrol_order	
004843bc	0	AirPatrolOrder::update_patrol_order	
004843d0	4	AirPatrolOrder::get_air_patrol_order	const AirPatrolOrder* AirPatrolO...
004843d0	4	AirPatrolOrder::get_patrol_order	const PatrolOrder* AirPatrolOrde...
004843d0	4	AirPatrolOrder::update_air_patrol_order	AirPatrolOrder* AirPatrolOrder::...
004843d0	4	AirPatrolOrder::update_patrol_order	PatrolOrder* AirPatrolOrder::()
004843e0	4	PatrolOrder::get_patrol_order	const PatrolOrder* PatrolOrder::...
004843e0	4	PatrolOrder::update_patrol_order	PatrolOrder* PatrolOrder::()
004843f0	225	AirPatrolOrder::AirPatrolOrder	void AirPatrolOrder::()
004844e0	86	ThinkOrder::`scalar deleting destructor'	void* ThinkOrder::(unsigned)
00484540	118	ThinkOrder::log_data	void ThinkOrder::(Log*)
004845c0	6	ThinkOrder::get_type	OrderIndex ThinkOrder::()
004845c0	6	DecalTransformMethod::get_method_type	int DecalTransformMethod::()
004845d0	9	SpecialAnimOrder::print_details	int SpecialAnimOrder::(int, int)
004845d0	9	ThinkOrder::print_details	int ThinkOrder::(int, int)
004845e0	153	GarrisonOrder::`scalar deleting destructor'	void* GarrisonOrder::(unsigned)
00484679	0	GarrisonOrder::`vector deleting destructor'	
00484681	0	GarrisonOrder::clear	
00484690	79	GarrisonOrder::walk_data	void GarrisonOrder::(DataWalk*)
004846df	0	GarrisonOrder::walk_data	
004846f0	231	GarrisonOrder::log_data	void GarrisonOrder::(Log*)
004847d7	0	GarrisonOrder::log_data	
004847e0	6	GarrisonOrder::get_type	OrderIndex GarrisonOrder::()
004847e0	6	RMethod::clear_stage_batch	Liberr RMethod::()
004847e0	6	RMethod::flush_cache	Liberr RMethod::()
004847e0	6	BasicTreeMethod::get_method_type	int BasicTreeMethod::()
004847e6	0	GarrisonOrder::get_type	
004847ee	0	TargetOrder::is_targeted	
00484800	12	GarrisonOrder::print_details	int GarrisonOrder::(int, int)
0048480c	0	GarrisonOrder::print_details	
00484814	0	TargetOrder::get_target_order	
00484814	0	TargetOrder::update_target_order	
00484820	42	GarrisonOrder::clear	void GarrisonOrder::()
00484850	239	GarrisonOrder::GarrisonOrder	void GarrisonOrder::()
00484940	86	SpecialAnimOrder::`scalar deleting destructor'	void* SpecialAnimOrder::(unsigne...
004849a0	44	SpecialAnimOrder::walk_data	void SpecialAnimOrder::(DataWalk...
004849d0	1247	SpecialAnimOrder::log_data	void SpecialAnimOrder::(Log*)
00484eb0	6	SpecialAnimOrder::get_type	OrderIndex SpecialAnimOrder::()
00484eb0	6	TreeFlushMethod::get_method_type	int TreeFlushMethod::()
00484ec0	68	SpecialAnimOrder::clear	void SpecialAnimOrder::()
00484f10	141	SpecialAnimOrder::SpecialAnimOrder	void SpecialAnimOrder::()
00484fa0	43	GroupAttackOrder::`scalar deleting destructor'	void* GroupAttackOrder::(unsigne...
00484fd0	202	GroupAttackOrder::~GroupAttackOrder	void GroupAttackOrder::()
0048509a	0	GroupAttackOrder::`vector deleting destructor'	
004850a2	0	GroupAttackOrder::clear	
004850b0	122	GroupAttackOrder::walk_data	void GroupAttackOrder::(DataWalk...
0048512a	0	GroupAttackOrder::walk_data	
00485140	472	GroupAttackOrder::log_data	void GroupAttackOrder::(Log*)
00485318	0	GroupAttackOrder::log_data	
00485320	6	GroupAttackOrder::get_type	OrderIndex GroupAttackOrder::()
00485320	6	SpriteMethod::get_method_type	int SpriteMethod::()
00485320	6	BoundingVolumePacket::get_packet_type	int BoundingVolumePacket::()
00485320	6	CCallbackImpl<20>::GetCallbackSizeBytes	int CCallbackImpl<20>::()
00485326	0	GroupAttackOrder::get_type	
00485330	127	GroupAttackOrder::clear	void GroupAttackOrder::()
004853b0	238	GroupAttackOrder::GroupAttackOrder	void GroupAttackOrder::()
004854a0	59	GroupOrder::`scalar deleting destructor'	void* GroupOrder::(unsigned)
004854db	0	GroupOrder::`vector deleting destructor'	
004854e3	0	GroupOrder::clear	
004854eb	0	GroupOrder::walk_data	
004854f3	0	GroupOrder::log_data	
00485500	20	GroupOrder::print_details	int GroupOrder::(int, int)
00485514	0	GroupOrder::print_details	
00485520	28	GroupOrder::~GroupOrder	void GroupOrder::()
00485540	43	GroupMoveOrder::`scalar deleting destructor'	void* GroupMoveOrder::(unsigned)
0048556b	0	GroupMoveOrder::`vector deleting destructor'	
00485573	0	GroupMoveOrder::clear	
00485580	56	GroupOrder::walk_data	void GroupOrder::(DataWalk*)
004855c0	108	GroupMoveOrder::walk_data	void GroupMoveOrder::(DataWalk*)
0048562c	0	GroupMoveOrder::walk_data	
00485640	706	GroupOrder::log_data	void GroupOrder::(Log*)
00485910	240	GroupMoveOrder::log_data	void GroupMoveOrder::(Log*)
00485a00	0	GroupMoveOrder::log_data	
00485a10	6	GroupMoveOrder::get_type	OrderIndex GroupMoveOrder::()
00485a10	6	BatchFlusherMethod::get_method_type	int BatchFlusherMethod::()
00485a10	6	AnimationPacket::get_packet_type	int AnimationPacket::()
00485a16	0	GroupMoveOrder::get_type	
00485a20	15	GroupMoveOrder::is_pathed	int GroupMoveOrder::()
00485a2f	0	GroupMoveOrder::is_pathed	
00485a40	15	GroupMoveOrder::is_fleeing	int GroupMoveOrder::()
00485a4f	0	GroupMoveOrder::is_fleeing	
00485a60	47	GroupOrder::clear	void GroupOrder::()
00485a90	122	GroupMoveOrder::clear	void GroupMoveOrder::()
00485b10	235	GroupMoveOrder::GroupMoveOrder	void GroupMoveOrder::()
00485c00	28	MoveOrder::~MoveOrder	void MoveOrder::()
00485c20	138	FormOrder::`scalar deleting destructor'	void* FormOrder::(unsigned)
00485caa	0	FormOrder::`vector deleting destructor'	
00485cb2	0	FormOrder::clear	
00485cc0	70	FormOrder::walk_data	void FormOrder::(DataWalk*)
00485d06	0	FormOrder::walk_data	
00485d10	349	FormOrder::log_data	void FormOrder::(Log*)
00485e6d	0	FormOrder::log_data	
00485e80	6	FormOrder::get_type	OrderIndex FormOrder::()
00485e80	6	TransformBatchMethod::get_method_type	int TransformBatchMethod::()
00485e80	6	TransformPacket::get_packet_type	int TransformPacket::()
00485e80	6	ChatInvalidAction::get_type	int ChatInvalidAction::()
00485e86	0	FormOrder::get_type	
00485e8e	0	MoveOrder::is_move	
00485e99	0	MoveOrder::is_pathed	
00485ea4	0	MoveOrder::is_fleeing	
00485eb0	12	FormOrder::print_details	int FormOrder::(int, int)
00485ebc	0	FormOrder::print_details	
00485ec4	0	MoveOrder::get_move_order	
00485ec4	0	MoveOrder::update_move_order	
00485ed0	75	FormOrder::clear	void FormOrder::()
00485f20	208	FormOrder::FormOrder	void FormOrder::()
00485ff0	153	CastOrder::`scalar deleting destructor'	void* CastOrder::(unsigned)
00486089	0	CastOrder::`vector deleting destructor'	
00486091	0	CastOrder::clear	
004860a0	70	CastOrder::walk_data	void CastOrder::(DataWalk*)
004860e6	0	CastOrder::walk_data	
004860f0	573	CastOrder::log_data	void CastOrder::(Log*)
0048632d	0	CastOrder::log_data	
00486340	6	CastOrder::get_type	OrderIndex CastOrder::()
00486340	6	BasicTransformMethod::get_method_type	int BasicTransformMethod::()
00486340	6	BasicBoatTransformMethod::get_method_type	int BasicBoatTransformMethod::()
00486340	6	TexturePacket::get_packet_type	int TexturePacket::()
00486340	6	ChatTimeAction::get_type	int ChatTimeAction::()
00486346	0	CastOrder::get_type	
00486350	63	CastOrder::clear	void CastOrder::()
00486390	260	CastOrder::CastOrder	void CastOrder::()
004864a0	153	GuardOrder::`scalar deleting destructor'	void* GuardOrder::(unsigned)
00486539	0	GuardOrder::`vector deleting destructor'	
00486541	0	GuardOrder::clear	
00486550	70	GuardOrder::walk_data	void GuardOrder::(DataWalk*)
00486596	0	GuardOrder::walk_data	
004865a0	817	GuardOrder::log_data	void GuardOrder::(Log*)
004868d1	0	GuardOrder::log_data	
004868e0	6	GuardOrder::get_type	OrderIndex GuardOrder::()
004868e0	6	BH3LightMethod::get_method_type	int BH3LightMethod::()
004868e0	6	VStreamPacket::get_packet_type	int VStreamPacket::()
004868e0	6	ChatWhoisAction::get_type	int ChatWhoisAction::()
004868e0	6	CCallbackImpl<12>::GetCallbackSizeBytes	int CCallbackImpl<12>::()
004868e6	0	GuardOrder::get_type	
004868ee	0	TargetOrder::is_targeted	
00486900	12	GuardOrder::print_details	int GuardOrder::(int, int)
0048690c	0	GuardOrder::print_details	
